col,stat,tipo,canal,canal_desc,operacion,window,is_smmlv
avg_trx_mnt_suc_tel_rcg_ult3,avg,mnt,,,suc_tel_rcg,ult3,False
avg_trx_mnt_suc_tel_ut_c_cr_ult3,avg,mnt,suc_tel_ut_c,suc_tel_ut_c,cr,ult3,False
avg_trx_mnt_sv_pyme_trf_ult3,avg,mnt,sv_pyme,sucursal virtual pymes,trf,ult3,False
avg_trx_mnt_sve_dvs_ult3,avg,mnt,sve_dvs,sve_dvs,none,ult3,False
avg_trx_mnt_sve_pag_ult3,avg,mnt,sve_pag,sve_pag,none,ult3,False
avg_trx_mnt_sve_pag_ob_ult3,avg,mnt,sve_pag,sve_pag,ob,ult3,False
avg_trx_mnt_sve_trf_ult3,avg,mnt,sve,sucursal virtual empresa,trf,ult3,False
avg_trx_mnt_sve_ut_c_cr_ult3,avg,mnt,sve_ut_c,sve_ut_c,cr,ult3,False
avg_trx_mnt_svp_dvs_ult3,avg,mnt,svp_dvs,svp_dvs,none,ult3,False
avg_trx_mnt_svp_pag_ult3,avg,mnt,svp,sucursal virtual personas,pag,ult3,False
avg_trx_mnt_svp_pag_ob_ult3,avg,mnt,svp,sucursal virtual personas,pag_ob,ult3,False
avg_trx_mnt_svp_ava_ult3,avg,mnt,svp,sucursal virtual personas,ava,ult3,False
avg_trx_mnt_svp_trf_ult3,avg,mnt,svp,sucursal virtual personas,trf,ult3,False
avg_trx_mnt_svp_ut_c_cr_ult3,avg,mnt,svp,sucursal virtual personas,ut_c_cr,ult3,False
avg_trx_mnt_can_app_per_ult3,avg,mnt,app_per,app personas,can,ult3,False
avg_trx_mnt_can_app_pyme_ult3,avg,mnt,app_pyme,app pymes,can,ult3,False
avg_trx_mnt_can_bill_mvl_ult3,avg,mnt,bill_mvl,billetera movil,can,ult3,False
avg_trx_mnt_can_btn_bco_ult3,avg,mnt,btn_bco,boton banco,can,ult3,False
avg_trx_mnt_can_cajero_ult3,avg,mnt,cajero,cajero,can,ult3,False
avg_trx_mnt_can_cr_bcrio_ult3,avg,mnt,cr_bcrio,cr_bcrio,can,ult3,False
avg_trx_mnt_can_pos_ult3,avg,mnt,pos,pos,can,ult3,False
avg_trx_mnt_can_pse_emp_ult3,avg,mnt,pse_emp,pse empresas,can,ult3,False
avg_trx_mnt_can_pse_per_ult3,avg,mnt,pse_per,pse personas,can,ult3,False
avg_trx_mnt_can_rec_e_v_ult3,avg,mnt,rec_e_v,rec_e_v,can,ult3,False
avg_trx_mnt_can_suc_fis_ult3,avg,mnt,suc_fis,sucursal fisica,can,ult3,False
avg_trx_mnt_can_suc_tel_ult3,avg,mnt,,,can_suc_tel,ult3,False
avg_trx_mnt_can_sv_pyme_ult3,avg,mnt,sv_pyme,sucursal virtual pymes,can,ult3,False
avg_trx_mnt_can_sve_ult3,avg,mnt,sve,sucursal virtual empresa,can,ult3,False
avg_trx_mnt_can_svp_ult3,avg,mnt,svp,sucursal virtual personas,can,ult3,False
avg_trx_mnt_gr_pag_ult3,avg,mnt,gr,gr,pag,ult3,False
avg_trx_mnt_gr_rcg_ult3,avg,mnt,gr,gr,rcg,ult3,False
avg_trx_mnt_gr_trf_ult3,avg,mnt,gr,gr,trf,ult3,False
avg_trx_mnt_gr_pag_ob_ult3,avg,mnt,gr,gr,pag_ob,ult3,False
avg_trx_mnt_gr_tfy_ult3,avg,mnt,gr,gr,tfy,ult3,False
avg_trx_mnt_gr_ava_ult3,avg,mnt,gr,gr,ava,ult3,False
avg_trx_mnt_gr_ut_c_cr_ult3,avg,mnt,gr,gr,ut_c_cr,ult3,False
avg_trx_mnt_gr_cmpr_ult3,avg,mnt,gr,gr,cmpr,ult3,False
avg_trx_mnt_gr_dep_ult3,avg,mnt,gr,gr,dep,ult3,False
avg_trx_mnt_gr_ret_ult3,avg,mnt,gr,gr,ret,ult3,False
avg_trx_mnt_gr_dvs_ult3,avg,mnt,gr,gr,dvs,ult3,False
avg_trx_mnt_app_per_pag_smmlv_ult3,avg,mnt,app_per_pag,app_per_pag,none,ult3,True
avg_trx_mnt_app_per_pag_ob_smmlv_ult3,avg,mnt,app_per_pag,app_per_pag,ob,ult3,True
avg_trx_mnt_app_per_tfy_smmlv_ult3,avg,mnt,app_per_tfy,app_per_tfy,none,ult3,True
avg_trx_mnt_app_per_trf_smmlv_ult3,avg,mnt,app_per,app personas,trf,ult3,True
avg_trx_mnt_app_per_ava_smmlv_ult3,avg,mnt,app_per,app personas,ava,ult3,True
avg_trx_mnt_app_per_ut_c_cr_smmlv_ult3,avg,mnt,app_per_ut_c,app_per_ut_c,cr,ult3,True
avg_trx_mnt_app_pyme_trf_smmlv_ult3,avg,mnt,app_pyme,app pymes,trf,ult3,True
avg_trx_mnt_bill_mvl_cmpr_smmlv_ult3,avg,mnt,bill_mvl,billetera movil,cmpr,ult3,True
avg_trx_mnt_btn_bco_trf_smmlv_ult3,avg,mnt,btn_bco,boton banco,trf,ult3,True
avg_trx_mnt_cajero_pag_smmlv_ult3,avg,mnt,cajero,cajero,pag,ult3,True
avg_trx_mnt_cajero_ava_smmlv_ult3,avg,mnt,cajero,cajero,ava,ult3,True
avg_trx_mnt_cajero_ret_smmlv_ult3,avg,mnt,cajero,cajero,ret,ult3,True
avg_trx_mnt_cajero_trf_smmlv_ult3,avg,mnt,cajero,cajero,trf,ult3,True
avg_trx_mnt_cr_bcrio_ret_smmlv_ult3,avg,mnt,cr_bcrio,cr_bcrio,ret,ult3,True
avg_trx_mnt_cr_bcrio_trf_smmlv_ult3,avg,mnt,cr_bcrio,cr_bcrio,trf,ult3,True
avg_trx_mnt_pos_cmpr_smmlv_ult3,avg,mnt,pos,pos,cmpr,ult3,True
avg_trx_mnt_pos_pag_smmlv_ult3,avg,mnt,pos,pos,pag,ult3,True
avg_trx_mnt_pos_ret_smmlv_ult3,avg,mnt,pos,pos,ret,ult3,True
avg_trx_mnt_pse_emp_cmpr_smmlv_ult3,avg,mnt,pse_emp,pse empresas,cmpr,ult3,True
avg_trx_mnt_pse_per_cmpr_smmlv_ult3,avg,mnt,pse_per,pse personas,cmpr,ult3,True
avg_trx_mnt_rec_e_v_cmpr_smmlv_ult3,avg,mnt,rec_e_v,rec_e_v,cmpr,ult3,True
avg_trx_mnt_rec_e_v_pag_smmlv_ult3,avg,mnt,rec_e_v,rec_e_v,pag,ult3,True
avg_trx_mnt_suc_fis_dep_smmlv_ult3,avg,mnt,suc_fis_dep,suc_fis_dep,none,ult3,True
avg_trx_mnt_suc_fis_pag_smmlv_ult3,avg,mnt,suc_fis,sucursal fisica,pag,ult3,True
avg_trx_mnt_suc_fis_ret_smmlv_ult3,avg,mnt,suc_fis,sucursal fisica,ret,ult3,True
avg_trx_mnt_suc_fis_trf_smmlv_ult3,avg,mnt,suc_fis,sucursal fisica,trf,ult3,True
avg_trx_mnt_suc_tel_pag_ob_smmlv_ult3,avg,mnt,suc_tel_pag,sucursal telefonica,ob,ult3,True
avg_trx_mnt_suc_tel_rcg_smmlv_ult3,avg,mnt,,,suc_tel_rcg,ult3,True
avg_trx_mnt_suc_tel_ut_c_cr_smmlv_ult3,avg,mnt,suc_tel_ut_c,suc_tel_ut_c,cr,ult3,True
avg_trx_mnt_sv_pyme_trf_smmlv_ult3,avg,mnt,sv_pyme,sucursal virtual pymes,trf,ult3,True
avg_trx_mnt_sve_dvs_smmlv_ult3,avg,mnt,sve_dvs,sve_dvs,none,ult3,True
avg_trx_mnt_sve_pag_smmlv_ult3,avg,mnt,sve_pag,sve_pag,none,ult3,True
avg_trx_mnt_sve_pag_ob_smmlv_ult3,avg,mnt,sve_pag,sve_pag,ob,ult3,True
avg_trx_mnt_sve_trf_smmlv_ult3,avg,mnt,sve,sucursal virtual empresa,trf,ult3,True
avg_trx_mnt_sve_ut_c_cr_smmlv_ult3,avg,mnt,sve_ut_c,sve_ut_c,cr,ult3,True
avg_trx_mnt_svp_dvs_smmlv_ult3,avg,mnt,svp_dvs,svp_dvs,none,ult3,True
avg_trx_mnt_svp_pag_smmlv_ult3,avg,mnt,svp,sucursal virtual personas,pag,ult3,True
avg_trx_mnt_svp_pag_ob_smmlv_ult3,avg,mnt,svp,sucursal virtual personas,pag_ob,ult3,True
avg_trx_mnt_svp_ava_smmlv_ult3,avg,mnt,svp,sucursal virtual personas,ava,ult3,True
avg_trx_mnt_svp_trf_smmlv_ult3,avg,mnt,svp,sucursal virtual personas,trf,ult3,True
avg_trx_mnt_svp_ut_c_cr_smmlv_ult3,avg,mnt,svp,sucursal virtual personas,ut_c_cr,ult3,True
avg_trx_mnt_can_app_per_smmlv_ult3,avg,mnt,app_per,app personas,can,ult3,True
avg_trx_mnt_can_app_pyme_smmlv_ult3,avg,mnt,app_pyme,app pymes,can,ult3,True
avg_trx_mnt_can_bill_mvl_smmlv_ult3,avg,mnt,bill_mvl,billetera movil,can,ult3,True
avg_trx_mnt_can_btn_bco_smmlv_ult3,avg,mnt,btn_bco,boton banco,can,ult3,True
avg_trx_mnt_can_cajero_smmlv_ult3,avg,mnt,cajero,cajero,can,ult3,True
avg_trx_mnt_can_cr_bcrio_smmlv_ult3,avg,mnt,cr_bcrio,cr_bcrio,can,ult3,True
avg_trx_mnt_can_pos_smmlv_ult3,avg,mnt,pos,pos,can,ult3,True
avg_trx_mnt_can_pse_emp_smmlv_ult3,avg,mnt,pse_emp,pse empresas,can,ult3,True
avg_trx_mnt_can_pse_per_smmlv_ult3,avg,mnt,pse_per,pse personas,can,ult3,True
avg_trx_mnt_can_rec_e_v_smmlv_ult3,avg,mnt,rec_e_v,rec_e_v,can,ult3,True
avg_trx_mnt_can_suc_fis_smmlv_ult3,avg,mnt,suc_fis,sucursal fisica,can,ult3,True
avg_trx_mnt_can_suc_tel_smmlv_ult3,avg,mnt,,,can_suc_tel,ult3,True
avg_trx_mnt_can_sv_pyme_smmlv_ult3,avg,mnt,sv_pyme,sucursal virtual pymes,can,ult3,True
avg_trx_mnt_can_sve_smmlv_ult3,avg,mnt,sve,sucursal virtual empresa,can,ult3,True
avg_trx_mnt_can_svp_smmlv_ult3,avg,mnt,svp,sucursal virtual personas,can,ult3,True
avg_trx_mnt_gr_pag_smmlv_ult3,avg,mnt,gr,gr,pag,ult3,True
avg_trx_mnt_gr_rcg_smmlv_ult3,avg,mnt,gr,gr,rcg,ult3,True
avg_trx_mnt_gr_trf_smmlv_ult3,avg,mnt,gr,gr,trf,ult3,True
avg_trx_mnt_gr_pag_ob_smmlv_ult3,avg,mnt,gr,gr,pag_ob,ult3,True
avg_trx_mnt_gr_tfy_smmlv_ult3,avg,mnt,gr,gr,tfy,ult3,True
avg_trx_mnt_gr_ava_smmlv_ult3,avg,mnt,gr,gr,ava,ult3,True
avg_trx_mnt_gr_ut_c_cr_smmlv_ult3,avg,mnt,gr,gr,ut_c_cr,ult3,True
avg_trx_mnt_gr_cmpr_smmlv_ult3,avg,mnt,gr,gr,cmpr,ult3,True
avg_trx_mnt_gr_dep_smmlv_ult3,avg,mnt,gr,gr,dep,ult3,True
avg_trx_mnt_gr_ret_smmlv_ult3,avg,mnt,gr,gr,ret,ult3,True
avg_trx_mnt_gr_dvs_smmlv_ult3,avg,mnt,gr,gr,dvs,ult3,True
avg_trx_mnt_total_ult6,avg,mnt,,,total,ult6,False
avg_trx_mnt_total_smmlv_ult6,avg,mnt,,,total,ult6,True
avg_trx_cnt_total_ult6,avg,cnt,,,total,ult6,False
avg_trx_cnt_app_per_pag_ult6,avg,cnt,app_per_pag,app_per_pag,none,ult6,False
avg_trx_cnt_app_per_pag_ob_ult6,avg,cnt,app_per_pag,app_per_pag,ob,ult6,False
avg_trx_cnt_app_per_tfy_ult6,avg,cnt,app_per_tfy,app_per_tfy,none,ult6,False
avg_trx_cnt_app_per_trf_ult6,avg,cnt,app_per,app personas,trf,ult6,False
avg_trx_cnt_app_per_ava_ult6,avg,cnt,app_per,app personas,ava,ult6,False
avg_trx_cnt_app_per_ut_c_cr_ult6,avg,cnt,app_per_ut_c,app_per_ut_c,cr,ult6,False
avg_trx_cnt_app_pyme_trf_ult6,avg,cnt,app_pyme,app pymes,trf,ult6,False
avg_trx_cnt_bill_mvl_cmpr_ult6,avg,cnt,bill_mvl,billetera movil,cmpr,ult6,False
avg_trx_cnt_btn_bco_trf_ult6,avg,cnt,btn_bco,boton banco,trf,ult6,False
avg_trx_cnt_cajero_pag_ult6,avg,cnt,cajero,cajero,pag,ult6,False
avg_trx_cnt_cajero_ava_ult6,avg,cnt,cajero,cajero,ava,ult6,False
avg_trx_cnt_cajero_ret_ult6,avg,cnt,cajero,cajero,ret,ult6,False
avg_trx_cnt_cajero_trf_ult6,avg,cnt,cajero,cajero,trf,ult6,False
avg_trx_cnt_cr_bcrio_ret_ult6,avg,cnt,cr_bcrio,cr_bcrio,ret,ult6,False
avg_trx_cnt_cr_bcrio_trf_ult6,avg,cnt,cr_bcrio,cr_bcrio,trf,ult6,False
avg_trx_cnt_pos_cmpr_ult6,avg,cnt,pos,pos,cmpr,ult6,False
avg_trx_cnt_pos_pag_ult6,avg,cnt,pos,pos,pag,ult6,False
avg_trx_cnt_pos_ret_ult6,avg,cnt,pos,pos,ret,ult6,False
avg_trx_cnt_pse_emp_cmpr_ult6,avg,cnt,pse_emp,pse empresas,cmpr,ult6,False
avg_trx_cnt_pse_per_cmpr_ult6,avg,cnt,pse_per,pse personas,cmpr,ult6,False
avg_trx_cnt_rec_e_v_cmpr_ult6,avg,cnt,rec_e_v,rec_e_v,cmpr,ult6,False
avg_trx_cnt_rec_e_v_pag_ult6,avg,cnt,rec_e_v,rec_e_v,pag,ult6,False
avg_trx_cnt_suc_fis_dep_ult6,avg,cnt,suc_fis_dep,suc_fis_dep,none,ult6,False
avg_trx_cnt_suc_fis_pag_ult6,avg,cnt,suc_fis,sucursal fisica,pag,ult6,False
avg_trx_cnt_suc_fis_ret_ult6,avg,cnt,suc_fis,sucursal fisica,ret,ult6,False
avg_trx_cnt_suc_fis_trf_ult6,avg,cnt,suc_fis,sucursal fisica,trf,ult6,False
avg_trx_cnt_suc_tel_pag_ob_ult6,avg,cnt,suc_tel_pag,sucursal telefonica,ob,ult6,False
avg_trx_cnt_suc_tel_rcg_ult6,avg,cnt,,,suc_tel_rcg,ult6,False
avg_trx_cnt_suc_tel_ut_c_cr_ult6,avg,cnt,suc_tel_ut_c,suc_tel_ut_c,cr,ult6,False
avg_trx_cnt_sv_pyme_trf_ult6,avg,cnt,sv_pyme,sucursal virtual pymes,trf,ult6,False
avg_trx_cnt_sve_dvs_ult6,avg,cnt,sve_dvs,sve_dvs,none,ult6,False
avg_trx_cnt_sve_pag_ult6,avg,cnt,sve_pag,sve_pag,none,ult6,False
avg_trx_cnt_sve_pag_ob_ult6,avg,cnt,sve_pag,sve_pag,ob,ult6,False
avg_trx_cnt_sve_trf_ult6,avg,cnt,sve,sucursal virtual empresa,trf,ult6,False
avg_trx_cnt_sve_ut_c_cr_ult6,avg,cnt,sve_ut_c,sve_ut_c,cr,ult6,False
avg_trx_cnt_svp_dvs_ult6,avg,cnt,svp_dvs,svp_dvs,none,ult6,False
avg_trx_cnt_svp_pag_ult6,avg,cnt,svp,sucursal virtual personas,pag,ult6,False
avg_trx_cnt_svp_pag_ob_ult6,avg,cnt,svp,sucursal virtual personas,pag_ob,ult6,False
avg_trx_cnt_svp_ava_ult6,avg,cnt,svp,sucursal virtual personas,ava,ult6,False
avg_trx_cnt_svp_trf_ult6,avg,cnt,svp,sucursal virtual personas,trf,ult6,False
avg_trx_cnt_svp_ut_c_cr_ult6,avg,cnt,svp,sucursal virtual personas,ut_c_cr,ult6,False
avg_trx_cnt_can_app_per_ult6,avg,cnt,app_per,app personas,can,ult6,False
avg_trx_cnt_can_app_pyme_ult6,avg,cnt,app_pyme,app pymes,can,ult6,False
avg_trx_cnt_can_bill_mvl_ult6,avg,cnt,bill_mvl,billetera movil,can,ult6,False
avg_trx_cnt_can_btn_bco_ult6,avg,cnt,btn_bco,boton banco,can,ult6,False
avg_trx_cnt_can_cajero_ult6,avg,cnt,cajero,cajero,can,ult6,False
avg_trx_cnt_can_cr_bcrio_ult6,avg,cnt,cr_bcrio,cr_bcrio,can,ult6,False
avg_trx_cnt_can_pos_ult6,avg,cnt,pos,pos,can,ult6,False
avg_trx_cnt_can_pse_emp_ult6,avg,cnt,pse_emp,pse empresas,can,ult6,False
avg_trx_cnt_can_pse_per_ult6,avg,cnt,pse_per,pse personas,can,ult6,False
avg_trx_cnt_can_rec_e_v_ult6,avg,cnt,rec_e_v,rec_e_v,can,ult6,False
avg_trx_cnt_can_suc_fis_ult6,avg,cnt,suc_fis,sucursal fisica,can,ult6,False
avg_trx_cnt_can_suc_tel_ult6,avg,cnt,,,can_suc_tel,ult6,False
avg_trx_cnt_can_sv_pyme_ult6,avg,cnt,sv_pyme,sucursal virtual pymes,can,ult6,False
avg_trx_cnt_can_sve_ult6,avg,cnt,sve,sucursal virtual empresa,can,ult6,False
avg_trx_cnt_can_svp_ult6,avg,cnt,svp,sucursal virtual personas,can,ult6,False
avg_trx_cnt_gr_pag_ult6,avg,cnt,gr,gr,pag,ult6,False
avg_trx_cnt_gr_rcg_ult6,avg,cnt,gr,gr,rcg,ult6,False
avg_trx_cnt_gr_trf_ult6,avg,cnt,gr,gr,trf,ult6,False
avg_trx_cnt_gr_pag_ob_ult6,avg,cnt,gr,gr,pag_ob,ult6,False
avg_trx_cnt_gr_tfy_ult6,avg,cnt,gr,gr,tfy,ult6,False
avg_trx_cnt_gr_ava_ult6,avg,cnt,gr,gr,ava,ult6,False
avg_trx_cnt_gr_ut_c_cr_ult6,avg,cnt,gr,gr,ut_c_cr,ult6,False
avg_trx_cnt_gr_cmpr_ult6,avg,cnt,gr,gr,cmpr,ult6,False
avg_trx_cnt_gr_dep_ult6,avg,cnt,gr,gr,dep,ult6,False
avg_trx_cnt_gr_ret_ult6,avg,cnt,gr,gr,ret,ult6,False
avg_trx_cnt_gr_dvs_ult6,avg,cnt,gr,gr,dvs,ult6,False
avg_trx_mnt_app_per_pag_ult6,avg,mnt,app_per_pag,app_per_pag,none,ult6,False
avg_trx_mnt_app_per_pag_ob_ult6,avg,mnt,app_per_pag,app_per_pag,ob,ult6,False
avg_trx_mnt_app_per_tfy_ult6,avg,mnt,app_per_tfy,app_per_tfy,none,ult6,False
avg_trx_mnt_app_per_trf_ult6,avg,mnt,app_per,app personas,trf,ult6,False
avg_trx_mnt_app_per_ava_ult6,avg,mnt,app_per,app personas,ava,ult6,False
avg_trx_mnt_app_per_ut_c_cr_ult6,avg,mnt,app_per_ut_c,app_per_ut_c,cr,ult6,False
avg_trx_mnt_app_pyme_trf_ult6,avg,mnt,app_pyme,app pymes,trf,ult6,False
avg_trx_mnt_bill_mvl_cmpr_ult6,avg,mnt,bill_mvl,billetera movil,cmpr,ult6,False
avg_trx_mnt_btn_bco_trf_ult6,avg,mnt,btn_bco,boton banco,trf,ult6,False
avg_trx_mnt_cajero_pag_ult6,avg,mnt,cajero,cajero,pag,ult6,False
avg_trx_mnt_cajero_ava_ult6,avg,mnt,cajero,cajero,ava,ult6,False
avg_trx_mnt_cajero_ret_ult6,avg,mnt,cajero,cajero,ret,ult6,False
avg_trx_mnt_cajero_trf_ult6,avg,mnt,cajero,cajero,trf,ult6,False
avg_trx_mnt_cr_bcrio_ret_ult6,avg,mnt,cr_bcrio,cr_bcrio,ret,ult6,False
avg_trx_mnt_cr_bcrio_trf_ult6,avg,mnt,cr_bcrio,cr_bcrio,trf,ult6,False
avg_trx_mnt_pos_cmpr_ult6,avg,mnt,pos,pos,cmpr,ult6,False
avg_trx_mnt_pos_pag_ult6,avg,mnt,pos,pos,pag,ult6,False
avg_trx_mnt_pos_ret_ult6,avg,mnt,pos,pos,ret,ult6,False
avg_trx_mnt_pse_emp_cmpr_ult6,avg,mnt,pse_emp,pse empresas,cmpr,ult6,False
avg_trx_mnt_pse_per_cmpr_ult6,avg,mnt,pse_per,pse personas,cmpr,ult6,False
avg_trx_mnt_rec_e_v_cmpr_ult6,avg,mnt,rec_e_v,rec_e_v,cmpr,ult6,False
avg_trx_mnt_rec_e_v_pag_ult6,avg,mnt,rec_e_v,rec_e_v,pag,ult6,False
avg_trx_mnt_suc_fis_dep_ult6,avg,mnt,suc_fis_dep,suc_fis_dep,none,ult6,False
avg_trx_mnt_suc_fis_pag_ult6,avg,mnt,suc_fis,sucursal fisica,pag,ult6,False
avg_trx_mnt_suc_fis_ret_ult6,avg,mnt,suc_fis,sucursal fisica,ret,ult6,False
avg_trx_mnt_suc_fis_trf_ult6,avg,mnt,suc_fis,sucursal fisica,trf,ult6,False
avg_trx_mnt_suc_tel_pag_ob_ult6,avg,mnt,suc_tel_pag,sucursal telefonica,ob,ult6,False
avg_trx_mnt_suc_tel_rcg_ult6,avg,mnt,,,suc_tel_rcg,ult6,False
avg_trx_mnt_suc_tel_ut_c_cr_ult6,avg,mnt,suc_tel_ut_c,suc_tel_ut_c,cr,ult6,False
avg_trx_mnt_sv_pyme_trf_ult6,avg,mnt,sv_pyme,sucursal virtual pymes,trf,ult6,False
avg_trx_mnt_sve_dvs_ult6,avg,mnt,sve_dvs,sve_dvs,none,ult6,False
avg_trx_mnt_sve_pag_ult6,avg,mnt,sve_pag,sve_pag,none,ult6,False
avg_trx_mnt_sve_pag_ob_ult6,avg,mnt,sve_pag,sve_pag,ob,ult6,False
avg_trx_mnt_sve_trf_ult6,avg,mnt,sve,sucursal virtual empresa,trf,ult6,False
avg_trx_mnt_sve_ut_c_cr_ult6,avg,mnt,sve_ut_c,sve_ut_c,cr,ult6,False
avg_trx_mnt_svp_dvs_ult6,avg,mnt,svp_dvs,svp_dvs,none,ult6,False
avg_trx_mnt_svp_pag_ult6,avg,mnt,svp,sucursal virtual personas,pag,ult6,False
avg_trx_mnt_svp_pag_ob_ult6,avg,mnt,svp,sucursal virtual personas,pag_ob,ult6,False
avg_trx_mnt_svp_ava_ult6,avg,mnt,svp,sucursal virtual personas,ava,ult6,False
avg_trx_mnt_svp_trf_ult6,avg,mnt,svp,sucursal virtual personas,trf,ult6,False
avg_trx_mnt_svp_ut_c_cr_ult6,avg,mnt,svp,sucursal virtual personas,ut_c_cr,ult6,False
avg_trx_mnt_can_app_per_ult6,avg,mnt,app_per,app personas,can,ult6,False
avg_trx_mnt_can_app_pyme_ult6,avg,mnt,app_pyme,app pymes,can,ult6,False
avg_trx_mnt_can_bill_mvl_ult6,avg,mnt,bill_mvl,billetera movil,can,ult6,False
avg_trx_mnt_can_btn_bco_ult6,avg,mnt,btn_bco,boton banco,can,ult6,False
avg_trx_mnt_can_cajero_ult6,avg,mnt,cajero,cajero,can,ult6,False
avg_trx_mnt_can_cr_bcrio_ult6,avg,mnt,cr_bcrio,cr_bcrio,can,ult6,False
avg_trx_mnt_can_pos_ult6,avg,mnt,pos,pos,can,ult6,False
avg_trx_mnt_can_pse_emp_ult6,avg,mnt,pse_emp,pse empresas,can,ult6,False
avg_trx_mnt_can_pse_per_ult6,avg,mnt,pse_per,pse personas,can,ult6,False
avg_trx_mnt_can_rec_e_v_ult6,avg,mnt,rec_e_v,rec_e_v,can,ult6,False
avg_trx_mnt_can_suc_fis_ult6,avg,mnt,suc_fis,sucursal fisica,can,ult6,False
avg_trx_mnt_can_suc_tel_ult6,avg,mnt,,,can_suc_tel,ult6,False
avg_trx_mnt_can_sv_pyme_ult6,avg,mnt,sv_pyme,sucursal virtual pymes,can,ult6,False
avg_trx_mnt_can_sve_ult6,avg,mnt,sve,sucursal virtual empresa,can,ult6,False
avg_trx_mnt_can_svp_ult6,avg,mnt,svp,sucursal virtual personas,can,ult6,False
avg_trx_mnt_gr_pag_ult6,avg,mnt,gr,gr,pag,ult6,False
avg_trx_mnt_gr_rcg_ult6,avg,mnt,gr,gr,rcg,ult6,False
avg_trx_mnt_gr_trf_ult6,avg,mnt,gr,gr,trf,ult6,False
avg_trx_mnt_gr_pag_ob_ult6,avg,mnt,gr,gr,pag_ob,ult6,False
avg_trx_mnt_gr_tfy_ult6,avg,mnt,gr,gr,tfy,ult6,False
avg_trx_mnt_gr_ava_ult6,avg,mnt,gr,gr,ava,ult6,False
avg_trx_mnt_gr_ut_c_cr_ult6,avg,mnt,gr,gr,ut_c_cr,ult6,False
avg_trx_mnt_gr_cmpr_ult6,avg,mnt,gr,gr,cmpr,ult6,False
avg_trx_mnt_gr_dep_ult6,avg,mnt,gr,gr,dep,ult6,False
avg_trx_mnt_gr_ret_ult6,avg,mnt,gr,gr,ret,ult6,False
avg_trx_mnt_gr_dvs_ult6,avg,mnt,gr,gr,dvs,ult6,False
avg_trx_mnt_app_per_pag_smmlv_ult6,avg,mnt,app_per_pag,app_per_pag,none,ult6,True
avg_trx_mnt_app_per_pag_ob_smmlv_ult6,avg,mnt,app_per_pag,app_per_pag,ob,ult6,True
avg_trx_mnt_app_per_tfy_smmlv_ult6,avg,mnt,app_per_tfy,app_per_tfy,none,ult6,True
avg_trx_mnt_app_per_trf_smmlv_ult6,avg,mnt,app_per,app personas,trf,ult6,True
avg_trx_mnt_app_per_ava_smmlv_ult6,avg,mnt,app_per,app personas,ava,ult6,True
avg_trx_mnt_app_per_ut_c_cr_smmlv_ult6,avg,mnt,app_per_ut_c,app_per_ut_c,cr,ult6,True
avg_trx_mnt_app_pyme_trf_smmlv_ult6,avg,mnt,app_pyme,app pymes,trf,ult6,True
avg_trx_mnt_bill_mvl_cmpr_smmlv_ult6,avg,mnt,bill_mvl,billetera movil,cmpr,ult6,True
avg_trx_mnt_btn_bco_trf_smmlv_ult6,avg,mnt,btn_bco,boton banco,trf,ult6,True
avg_trx_mnt_cajero_pag_smmlv_ult6,avg,mnt,cajero,cajero,pag,ult6,True
avg_trx_mnt_cajero_ava_smmlv_ult6,avg,mnt,cajero,cajero,ava,ult6,True
avg_trx_mnt_cajero_ret_smmlv_ult6,avg,mnt,cajero,cajero,ret,ult6,True
avg_trx_mnt_cajero_trf_smmlv_ult6,avg,mnt,cajero,cajero,trf,ult6,True
avg_trx_mnt_cr_bcrio_ret_smmlv_ult6,avg,mnt,cr_bcrio,cr_bcrio,ret,ult6,True
avg_trx_mnt_cr_bcrio_trf_smmlv_ult6,avg,mnt,cr_bcrio,cr_bcrio,trf,ult6,True
avg_trx_mnt_pos_cmpr_smmlv_ult6,avg,mnt,pos,pos,cmpr,ult6,True
avg_trx_mnt_pos_pag_smmlv_ult6,avg,mnt,pos,pos,pag,ult6,True
avg_trx_mnt_pos_ret_smmlv_ult6,avg,mnt,pos,pos,ret,ult6,True
avg_trx_mnt_pse_emp_cmpr_smmlv_ult6,avg,mnt,pse_emp,pse empresas,cmpr,ult6,True
avg_trx_mnt_pse_per_cmpr_smmlv_ult6,avg,mnt,pse_per,pse personas,cmpr,ult6,True
avg_trx_mnt_rec_e_v_cmpr_smmlv_ult6,avg,mnt,rec_e_v,rec_e_v,cmpr,ult6,True
avg_trx_mnt_rec_e_v_pag_smmlv_ult6,avg,mnt,rec_e_v,rec_e_v,pag,ult6,True
avg_trx_mnt_suc_fis_dep_smmlv_ult6,avg,mnt,suc_fis_dep,suc_fis_dep,none,ult6,True
avg_trx_mnt_suc_fis_pag_smmlv_ult6,avg,mnt,suc_fis,sucursal fisica,pag,ult6,True
avg_trx_mnt_suc_fis_ret_smmlv_ult6,avg,mnt,suc_fis,sucursal fisica,ret,ult6,True
avg_trx_mnt_suc_fis_trf_smmlv_ult6,avg,mnt,suc_fis,sucursal fisica,trf,ult6,True
avg_trx_mnt_suc_tel_pag_ob_smmlv_ult6,avg,mnt,suc_tel_pag,sucursal telefonica,ob,ult6,True
avg_trx_mnt_suc_tel_rcg_smmlv_ult6,avg,mnt,,,suc_tel_rcg,ult6,True
